Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP194,Borehole,Clean,43.0,9000.0,2003.0,Red Cross,Pay per use,21.0,Hand Pump,"(-17.79000290887035, 25.087093248509706)",Not Functioning
WP195,Lake,Contaminated,30.0,,2000.0,Red Cross,Pay per use,24.0,Motorized Pump,"(-23.828216189589696, 26.724069872041248)",Not Functioning
,Lake,Clean,20.0,12000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-20.70263118161593, 24.90300534454469)",Not Functioning
WP197,Lake,Clean,15.0,13000.0,2006.0,USAID,Pay per use,18.0,Motorized Pump,"(-20.610129952696713, 20.693819086428796)",Not Functioning
WP198,Well,Clean,38.0,16000.0,2011.0,UNICEF,Pay per use,13.0,Motorized Pump,"(-23.51195039880995, 19.972273200867075)",Functioning
WP199,Well,Clean,20.0,12000.0,2003.0,World Bank,Pay per use,21.0,Hand Pump,"(-23.457064292276407, 21.842582477154398)",Functioning
WP200,Lake,Clean,46.0,13000.0,1998.0,Red Cross,,26.0,Motorized Pump,"(-20.786113082598433, 26.22512295824575)",Not Functioning
WP201,Lake,Clean,,12000.0,2007.0,,Free,17.0,Hand Pump,"(-22.363979380311502, 22.530706611689308)",Not Functioning
WP202,Lake,Clean,9.0,11000.0,2007.0,UNICEF,Pay per use,17.0,Motorized Pump,"(-23.24608790034362, 27.74313194617982)",Not Functioning
WP203,Lake,Clean,34.0,11000.0,2004.0,Red Cross,,20.0,Motorized Pump,"(-21.36935365488588, 24.09510001202706)",Not Functioning
WP204,River,Clean,23.0,6000.0,2010.0,Red Cross,Pay per use,14.0,Solar Pump,"(-18.45178768869463, 26.02846526458967)",Not Functioning
,Lake,Clean,42.0,12000.0,2012.0,Oxfam,Pay per use,12.0,Hand Pump,"(-20.83955651567862, 20.502639473486383)",Not Functioning
WP206,Well,,40.0,13000.0,2001.0,UNICEF,,,Motorized Pump,"(-21.99697150659268, 26.70970339090938)",Functioning
WP207,,Clean,49.0,14000.0,2004.0,UNICEF,Free,20.0,Hand Pump,"(-22.617022043040702, 22.186800081292056)",Functioning
WP208,Lake,Clean,42.0,11000.0,,Oxfam,Free,8.0,Hand Pump,"(-21.731499604588628, 23.645828856378486)",Not Functioning
WP209,,Clean,36.0,13000.0,1996.0,Red Cross,Pay per use,28.0,Hand Pump,"(-20.8110550194136, 20.740711225059112)",Functioning
WP210,Lake,Clean,61.0,,2020.0,Oxfam,Pay per use,4.0,Motorized Pump,"(-19.304323066091605, 24.222173018618776)",Functioning
WP211,Lake,Clean,30.0,12000.0,2006.0,Red Cross,Pay per use,18.0,Hand Pump,"(-19.106741928714232, 28.718527919700144)",Functioning
WP212,River,Clean,8.0,7000.0,2005.0,World Bank,Free,19.0,Hand Pump,"(-20.84303507933055, 21.991215865263644)",Not Functioning
WP213,Well,Clean,12.0,9000.0,1993.0,UNICEF,Pay per use,31.0,Hand Pump,"(-18.36624448251922, 26.532651734861147)",Functioning
WP214,Lake,Clean,45.0,15000.0,2014.0,USAID,Pay per use,10.0,Hand Pump,"(-21.075476057363154, 20.863223180557238)",Functioning
WP215,Lake,Clean,13.0,14000.0,2018.0,UNICEF,Pay per use,6.0,Motorized Pump,"(-22.9720459930737, 22.091873311315304)",Not Functioning
WP216,Lake,Clean,13.0,12000.0,1994.0,Red Cross,Pay per use,30.0,Hand Pump,"(-22.707605529300306, 22.76729167776502)",Not Functioning
,Lake,Clean,9.0,17000.0,1998.0,Red Cross,Free,26.0,Motorized Pump,"(-22.420825467259053, 23.06049425986484)",Not Functioning
WP218,Lake,Clean,55.0,12000.0,2001.0,UNICEF,Pay per use,23.0,Hand Pump,"(-22.204441564028038, 22.40784044192888)",Not Functioning
WP219,Well,Clean,34.0,18000.0,,USAID,Free,28.0,Hand Pump,"(-18.22517131135552, 27.97785138280637)",Not Functioning
WP220,Well,Clean,29.0,14000.0,2002.0,UNICEF,Pay per use,22.0,Hand Pump,"(-23.451736041027107, 23.733383810801744)",Not Functioning
WP221,Lake,Contaminated,14.0,15000.0,2010.0,Oxfam,Pay per use,14.0,Hand Pump,"(-22.68381790710066, 21.53421587947751)",Not Functioning
WP222,Well,Clean,,12000.0,2000.0,Red Cross,Pay per use,24.0,Motorized Pump,"(-18.696778631072036, 28.076666133160654)",Functioning
,Lake,Contaminated,38.0,,1995.0,USAID,Pay per use,29.0,Hand Pump,"(-22.974207115126426, 19.571173919836877)",Not Functioning
WP224,Lake,,53.0,14000.0,2008.0,UNICEF,Pay per use,16.0,Motorized Pump,"(-20.50026705241416, 26.587075139584677)",Not Functioning
WP225,Well,Clean,36.0,10000.0,1996.0,World Bank,Pay per use,28.0,,"(-22.872978190051047, 23.022092327519633)",Not Functioning
WP226,Well,Clean,40.0,15000.0,2010.0,Red Cross,Pay per use,14.0,Hand Pump,"(-23.079527474845666, 23.582294753572178)",Functioning
WP227,Well,Contaminated,36.0,6000.0,2012.0,Oxfam,Pay per use,12.0,Hand Pump,"(-21.131144207192758, 24.797651516939748)",Functioning
WP228,Lake,Clean,38.0,11000.0,2011.0,Red Cross,,13.0,Hand Pump,"(-21.307366737514343, 24.563055899298707)",Functioning
,River,Clean,48.0,16000.0,1993.0,Oxfam,Pay per use,31.0,Hand Pump,"(-19.288409589990128, 27.260954336918083)",Functioning
WP230,Lake,Clean,45.0,11000.0,2012.0,Red Cross,Pay per use,12.0,Motorized Pump,"(-20.463295281780482, 27.710880845870882)",Not Functioning
WP231,Lake,Clean,13.0,11000.0,2009.0,Red Cross,Pay per use,15.0,Motorized Pump,"(-20.732409518960672, 24.019720960845266)",Not Functioning
WP232,Lake,Contaminated,31.0,8000.0,2003.0,Oxfam,Pay per use,21.0,Motorized Pump,"(-19.274202110682257, 27.136964426019425)",Not Functioning
WP233,Well,Clean,39.0,12000.0,1998.0,Oxfam,Pay per use,26.0,Solar Pump,"(-18.50409916338277, 26.513119953695945)",Functioning
WP234,Lake,Clean,19.0,17000.0,1995.0,USAID,Pay per use,29.0,Hand Pump,"(-19.248254263198163, 26.03278003398703)",Not Functioning
WP235,Lake,Clean,40.0,11000.0,1996.0,World Bank,,28.0,Hand Pump,"(-22.363579952426058, 22.290935017587316)",Not Functioning
WP236,Lake,Contaminated,,20000.0,1993.0,Oxfam,Free,,Motorized Pump,"(-21.743185358276016, 24.425207730988376)",Not Functioning
WP237,River,Clean,22.0,9000.0,2016.0,Red Cross,Pay per use,8.0,Motorized Pump,,Not Functioning
WP238,Well,Clean,50.0,13000.0,1997.0,Red Cross,Pay per use,27.0,Hand Pump,"(-22.012728236038672, 22.348170171382158)",Functioning
WP239,Lake,Clean,,15000.0,2006.0,World Bank,Free,18.0,Hand Pump,"(-22.844532620185845, 26.491107302741586)",Not Functioning
WP240,Lake,Clean,9.0,16000.0,2008.0,UNICEF,Pay per use,16.0,Hand Pump,"(-21.81775343916453, 24.133768583912175)",Not Functioning
WP241,,Clean,13.0,8000.0,2009.0,Oxfam,Pay per use,15.0,Solar Pump,"(-17.532372109205763, 27.682822191962114)",
WP242,Well,Clean,40.0,15000.0,2000.0,USAID,Free,24.0,Hand Pump,"(-22.571007813845934, 24.825741889001264)",Functioning
WP243,Well,Clean,40.0,8000.0,2002.0,World Bank,Free,22.0,Hand Pump,"(-19.320751533986524, 28.425774135846456)",Functioning
WP244,Lake,Clean,32.0,13000.0,2008.0,Red Cross,Pay per use,16.0,Hand Pump,"(-23.715453626850444, 22.369096715398804)",Functioning
WP245,River,Clean,37.0,13000.0,2014.0,Red Cross,Pay per use,10.0,Hand Pump,"(-21.46251590842375, 25.110452233858787)",Functioning
WP246,Lake,Clean,34.0,14000.0,2006.0,UNICEF,Pay per use,18.0,Motorized Pump,"(-22.699317292068873, 21.366883204755766)",Not Functioning
WP247,Well,Clean,22.0,11000.0,2006.0,Oxfam,Pay per use,18.0,Motorized Pump,"(-22.751013818393186, 21.353511695730738)",Functioning
WP248,Well,Contaminated,37.0,16000.0,2019.0,Oxfam,Free,5.0,Motorized Pump,"(-20.532911697173773, 25.06376092025655)",Not Functioning
WP249,Lake,Clean,12.0,16000.0,1996.0,Oxfam,Pay per use,28.0,Hand Pump,"(-21.955338321553025, 27.09695730015935)",Not Functioning
WP250,Lake,Clean,44.0,9000.0,2000.0,Oxfam,Pay per use,24.0,Motorized Pump,"(-20.99209111589806, 25.57561054260683)",Not Functioning
WP251,River,Clean,14.0,14000.0,2016.0,UNICEF,Free,8.0,Hand Pump,"(-21.041828750431762, 26.82398648459105)",Not Functioning
WP252,Well,Clean,50.0,14000.0,2004.0,Oxfam,Free,20.0,Hand Pump,"(-23.568747604789976, 21.786696895353607)",Functioning
WP253,River,Clean,47.0,18000.0,2008.0,Red Cross,Free,16.0,Hand Pump,"(-19.5533619025681, 24.1623941697984)",Functioning
WP254,Well,Clean,19.0,16000.0,1996.0,Red Cross,Free,28.0,,"(-21.69113277112038, 27.836737516677903)",Not Functioning
WP255,Well,Clean,21.0,13000.0,1992.0,Oxfam,Pay per use,32.0,Hand Pump,"(-23.88973820676992, 21.487365124424514)",Functioning
WP256,Lake,Clean,,10000.0,2018.0,Red Cross,Free,6.0,,"(-18.004513376485832, 26.190097122022433)",Not Functioning
WP257,River,Clean,38.0,18000.0,1990.0,Red Cross,,34.0,,"(-19.58160674795706, 24.278404654519683)",Functioning
WP258,Well,Clean,22.0,14000.0,2009.0,Red Cross,Free,15.0,,"(-18.274266650259108, 24.01582603705332)",Functioning
WP259,River,,31.0,16000.0,2011.0,Red Cross,Pay per use,13.0,Motorized Pump,"(-23.483516670958853, 21.913114613485238)",Functioning
WP260,River,Clean,40.0,16000.0,2013.0,USAID,Pay per use,11.0,Motorized Pump,"(-19.034051083650496, 26.388416003129596)",Functioning
WP261,Lake,Clean,19.0,18000.0,2006.0,Oxfam,Pay per use,18.0,Hand Pump,"(-21.11658414506805, 23.912003909853404)",Functioning
WP262,Well,Clean,,9000.0,2013.0,Oxfam,,,Hand Pump,"(-20.006279810870023, 26.606828538142864)",Not Functioning
WP263,Well,Contaminated,47.0,16000.0,2011.0,USAID,Pay per use,13.0,Hand Pump,"(-22.33979405501804, 21.366724110615195)",Not Functioning
WP264,Lake,Clean,32.0,10000.0,1995.0,USAID,Pay per use,,Hand Pump,"(-19.226412786351094, 27.824779777407187)",Not Functioning
WP265,Borehole,Clean,35.0,14000.0,2001.0,UNICEF,Pay per use,23.0,Motorized Pump,"(-21.091922523318217, 26.39498269591271)",Not Functioning
,River,Clean,45.0,12000.0,2017.0,Oxfam,Pay per use,7.0,Motorized Pump,"(-18.598127815399867, 24.269679637032333)",Functioning
WP267,Well,Clean,47.0,7000.0,2004.0,,Pay per use,20.0,Solar Pump,"(-18.61066992110123, 27.185819081617492)",Functioning
WP268,Well,Clean,21.0,14000.0,2012.0,UNICEF,Free,12.0,Motorized Pump,"(-19.407203924452595, 26.3255604449654)",Not Functioning
WP269,Well,Clean,15.0,15000.0,2007.0,USAID,Free,17.0,Motorized Pump,"(-21.062111600942444, 21.770533423039662)",Not Functioning
WP270,River,Clean,43.0,14000.0,2019.0,Oxfam,Pay per use,5.0,Hand Pump,"(-19.112112098267964, 24.565354849163263)",
WP271,Lake,Clean,46.0,20000.0,2001.0,Red Cross,Pay per use,23.0,,"(-21.9775398168142, 25.287849673150554)",Not Functioning
WP272,Well,Clean,17.0,15000.0,2013.0,Red Cross,Free,11.0,Hand Pump,"(-21.43969585846232, 24.336284483970655)",Functioning
WP273,Lake,Clean,8.0,14000.0,2010.0,Oxfam,Pay per use,14.0,Motorized Pump,"(-17.534308544448116, 25.438229393723546)",Not Functioning
WP274,Well,Clean,34.0,15000.0,2011.0,Red Cross,Pay per use,13.0,Hand Pump,"(-22.912654274371974, 22.629570726431695)",Not Functioning
WP275,Lake,Clean,54.0,12000.0,1992.0,World Bank,Pay per use,32.0,Solar Pump,"(-21.70476325483348, 23.54530154094507)",Not Functioning
WP276,Lake,Clean,28.0,11000.0,2002.0,Oxfam,Free,,Solar Pump,"(-23.664031449386474, 22.152739685606445)",Not Functioning
WP277,Well,Clean,46.0,13000.0,2014.0,World Bank,Pay per use,10.0,Motorized Pump,"(-21.246559252756164, 19.103368539766784)",Functioning
WP278,Lake,Clean,36.0,,2009.0,Oxfam,Free,15.0,Hand Pump,"(-19.707351423765296, 20.17394695070167)",Functioning
WP279,Well,Clean,50.0,9000.0,2005.0,Red Cross,Pay per use,19.0,Solar Pump,"(-21.742490828583545, 21.277467584361663)",
WP280,Well,Clean,32.0,12000.0,2011.0,Red Cross,Pay per use,13.0,Hand Pump,"(-19.798910719590094, 24.615778617405553)",Functioning
WP281,Lake,Clean,40.0,10000.0,2010.0,Oxfam,Free,,Hand Pump,"(-21.8452959614636, 25.816873855231805)",Not Functioning
WP282,Lake,Clean,20.0,8000.0,2020.0,Red Cross,Pay per use,4.0,Motorized Pump,"(-23.947580402267782, 20.341316687476102)",Not Functioning
WP283,Lake,Clean,15.0,14000.0,2007.0,Oxfam,Free,17.0,Hand Pump,"(-18.64320384698067, 27.925757903451778)",Functioning
WP284,Lake,Clean,20.0,16000.0,2007.0,Red Cross,Pay per use,17.0,Motorized Pump,"(-19.454976070161152, 24.557693530378483)",Not Functioning
WP285,Well,Contaminated,7.0,,,UNICEF,Pay per use,22.0,Motorized Pump,"(-20.65839028623008, 24.696405112012748)",Not Functioning
WP286,River,Clean,21.0,14000.0,2008.0,Oxfam,Pay per use,16.0,Hand Pump,"(-20.656957802857264, 22.769170797083678)",Functioning
WP287,Well,Clean,33.0,11000.0,1996.0,World Bank,Pay per use,28.0,Motorized Pump,"(-23.666377004630352, 21.853027224638748)",Functioning
WP288,Lake,Clean,15.0,13000.0,2003.0,USAID,Pay per use,21.0,Hand Pump,"(-21.291766815882777, 26.14148016821473)",Not Functioning
WP289,Lake,Clean,12.0,10000.0,2011.0,UNICEF,Pay per use,13.0,Hand Pump,"(-23.588293812138, 19.84594455404538)",Not Functioning
WP290,Lake,Clean,51.0,9000.0,2017.0,,Pay per use,7.0,Hand Pump,"(-21.37030835611198, 26.031911489330213)",Not Functioning
WP291,Lake,Clean,11.0,17000.0,1998.0,Red Cross,Pay per use,26.0,Hand Pump,"(-22.341294612445836, 22.25669055940668)",Not Functioning
WP292,Lake,Clean,12.0,18000.0,2010.0,USAID,Pay per use,14.0,Hand Pump,"(-20.122862464337732, 25.844051453975943)",Not Functioning
WP293,Well,Clean,27.0,18000.0,2005.0,Red Cross,Pay per use,19.0,Hand Pump,"(-22.741057054406646, 22.30263498071629)",Functioning
WP294,Well,Clean,30.0,13000.0,2020.0,UNICEF,Pay per use,4.0,,,Functioning
WP295,Borehole,Clean,21.0,14000.0,2013.0,Red Cross,Free,,,"(-23.1886656150861, 21.096011987225562)",Not Functioning
,Lake,Clean,35.0,15000.0,2001.0,UNICEF,Free,,Hand Pump,"(-19.4357018075428, 28.274458495153176)",Not Functioning
WP297,Well,Clean,49.0,11000.0,2001.0,Oxfam,Pay per use,23.0,,"(-21.754157948009503, 27.794245570104714)",Functioning
,Lake,Clean,38.0,13000.0,2005.0,Oxfam,Pay per use,19.0,Hand Pump,"(-20.54443469930405, 19.693871622331244)",
WP299,Lake,Clean,43.0,15000.0,1999.0,Oxfam,Pay per use,25.0,Motorized Pump,"(-18.455992789362455, 28.94895409839601)",Not Functioning
,River,Clean,35.0,8000.0,2002.0,Red Cross,,22.0,Hand Pump,"(-20.935963780402, 23.18907805983099)",Not Functioning
WP301,Well,Clean,44.0,11000.0,2002.0,,Pay per use,22.0,,"(-20.741604717304885, 22.70977558940464)",Functioning
WP302,Lake,Clean,28.0,10000.0,,Red Cross,Pay per use,21.0,Motorized Pump,"(-18.888114429731125, 26.46943786698796)",Not Functioning
WP303,Well,Clean,47.0,15000.0,2002.0,Oxfam,,22.0,Motorized Pump,"(-23.384691592494725, 23.409229498987727)",Not Functioning
WP304,Lake,Clean,45.0,11000.0,2020.0,Oxfam,Free,4.0,Solar Pump,"(-18.979445537768807, 24.854930925936703)",Not Functioning
WP305,River,Clean,35.0,,2006.0,Oxfam,Pay per use,18.0,Solar Pump,"(-23.029203144432152, 21.763161169356223)",Not Functioning
WP306,Well,Clean,50.0,,2000.0,Red Cross,Free,24.0,Solar Pump,"(-18.746866765361986, 27.058409013626914)",Functioning
WP307,River,Clean,22.0,11000.0,2006.0,USAID,Pay per use,18.0,Hand Pump,"(-19.442294455043637, 26.287657405218493)",Not Functioning
WP308,Lake,Clean,6.0,14000.0,2016.0,World Bank,Free,8.0,Hand Pump,"(-18.89234972837313, 25.940668750862113)",Not Functioning
WP309,Well,Clean,8.0,16000.0,2019.0,Red Cross,Pay per use,5.0,Solar Pump,"(-21.392966627624137, 25.05677866776948)",Not Functioning
WP310,Lake,Clean,61.0,12000.0,2007.0,Red Cross,Free,17.0,Hand Pump,"(-21.57402679100621, 26.713767243330285)",Functioning
WP311,Well,Clean,44.0,15000.0,2009.0,Oxfam,Free,15.0,Solar Pump,"(-20.75548434718381, 25.140262935770572)",Functioning
WP312,Lake,Clean,41.0,7000.0,,,Free,23.0,Hand Pump,"(-20.092887882633917, 27.984341831444322)",Not Functioning
,Well,Clean,18.0,13000.0,2001.0,Oxfam,Pay per use,23.0,Motorized Pump,"(-23.89211188249286, 27.09639046843803)",Functioning
WP314,Lake,Contaminated,51.0,18000.0,2015.0,Oxfam,Pay per use,9.0,Hand Pump,"(-22.7765204470079, 21.237357635218018)",Not Functioning
WP315,Lake,Clean,48.0,14000.0,2003.0,Oxfam,Pay per use,21.0,Motorized Pump,"(-22.41206612934104, 21.96316840264573)",Not Functioning
,Lake,Clean,14.0,13000.0,2007.0,Red Cross,Pay per use,17.0,Hand Pump,"(-21.548593211035527, 25.395628671924918)",Not Functioning
WP317,Well,Clean,61.0,19000.0,2011.0,,Pay per use,13.0,Motorized Pump,"(-23.062431800671668, 23.2456022077077)",Functioning
WP318,Lake,Clean,40.0,11000.0,2018.0,Red Cross,Pay per use,6.0,Hand Pump,"(-18.235769690862703, 20.812671018592788)",
WP319,Well,Clean,31.0,16000.0,2000.0,Red Cross,Pay per use,24.0,Motorized Pump,"(-19.786868046478318, 27.081417925788514)",Functioning
WP320,Well,Clean,34.0,,2015.0,Red Cross,Pay per use,9.0,Hand Pump,"(-19.70624264304894, 21.49786726404032)",Not Functioning
WP321,Well,Clean,39.0,15000.0,2005.0,Red Cross,Pay per use,,Hand Pump,"(-22.362058101430456, 20.970995200461616)",Functioning
WP322,Lake,Clean,36.0,16000.0,2000.0,Oxfam,Pay per use,24.0,Solar Pump,"(-19.14446516142445, 24.750079814568032)",Functioning
WP323,Lake,Clean,38.0,17000.0,2012.0,,Pay per use,12.0,Hand Pump,"(-19.004951684760613, 27.351912482636397)",Not Functioning
WP324,Well,Clean,43.0,9000.0,2016.0,USAID,Pay per use,8.0,Solar Pump,"(-22.24967857102229, 27.863334492945157)",Not Functioning
WP325,Well,,7.0,10000.0,1992.0,Oxfam,Free,32.0,Hand Pump,,
WP326,Lake,Clean,32.0,13000.0,2011.0,UNICEF,Pay per use,13.0,Hand Pump,"(-18.749706849583497, 22.572923469631007)",Not Functioning
WP327,Well,Contaminated,50.0,15000.0,2004.0,Red Cross,Pay per use,20.0,Hand Pump,,Not Functioning
WP328,River,Clean,46.0,13000.0,2001.0,Oxfam,Pay per use,23.0,Motorized Pump,"(-21.5943791210851, 27.501221600822507)",Not Functioning
WP329,Lake,Clean,33.0,10000.0,2002.0,USAID,,22.0,Motorized Pump,"(-21.20688627218493, 22.199782018177192)",Not Functioning
WP330,Lake,Clean,34.0,9000.0,2002.0,Red Cross,Pay per use,22.0,Solar Pump,"(-22.912702548551756, 24.222873379697983)",Functioning
WP331,Lake,Clean,51.0,11000.0,2008.0,Oxfam,Pay per use,16.0,Hand Pump,"(-21.35949231753553, 24.826275472270417)",Not Functioning
WP332,Well,Clean,38.0,,2007.0,Red Cross,Pay per use,17.0,Motorized Pump,"(-22.733924029753528, 20.97356705628913)",Functioning
WP333,Well,Clean,35.0,13000.0,2002.0,USAID,Free,22.0,Hand Pump,"(-20.98723140172712, 20.014379690818988)",Functioning
WP334,Lake,Clean,24.0,15000.0,,UNICEF,Pay per use,31.0,Motorized Pump,"(-20.50970522963169, 22.88713462668514)",Not Functioning
WP335,Well,Contaminated,36.0,9000.0,2013.0,Oxfam,Free,11.0,Hand Pump,"(-21.09275349824815, 26.66301455451604)",Not Functioning
WP336,Well,Clean,18.0,15000.0,2004.0,Oxfam,Free,,Motorized Pump,"(-22.473176616495987, 26.63785427151803)",Functioning
WP337,Lake,Clean,,11000.0,2001.0,UNICEF,Pay per use,23.0,Hand Pump,"(-21.6076407842183, 26.78491567601978)",Not Functioning
WP338,Lake,Clean,,12000.0,,USAID,Free,10.0,Motorized Pump,"(-20.53163386054088, 24.157829222271197)",Functioning
WP339,River,Clean,31.0,14000.0,2007.0,Oxfam,Free,17.0,Hand Pump,"(-17.850812950040808, 19.8377321845404)",Functioning
WP340,Well,Clean,32.0,,2001.0,UNICEF,Pay per use,23.0,Hand Pump,"(-23.33514686761157, 19.439645749130676)",Not Functioning
WP341,Lake,Clean,53.0,14000.0,2020.0,World Bank,Pay per use,4.0,Hand Pump,"(-21.696090368516806, 19.637732246503926)",Not Functioning
WP342,Borehole,,,8000.0,2006.0,USAID,Free,18.0,,"(-21.7918286437404, 25.374631583710304)",
WP343,Well,Contaminated,16.0,16000.0,,Red Cross,Pay per use,9.0,Hand Pump,"(-20.50593099482916, 22.977267584909818)",Not Functioning
WP344,Lake,Contaminated,9.0,13000.0,1995.0,UNICEF,Pay per use,29.0,Hand Pump,"(-23.05073910108553, 20.394305202558254)",Not Functioning
WP345,Lake,Clean,38.0,13000.0,2001.0,Oxfam,Free,23.0,Solar Pump,"(-23.485920626426832, 22.5301441572929)",Functioning
WP346,River,Clean,40.0,,2002.0,Oxfam,Free,22.0,Motorized Pump,"(-19.129763677806125, 27.484133238353824)",Not Functioning
WP347,Lake,Clean,24.0,13000.0,2014.0,Red Cross,Pay per use,10.0,Hand Pump,"(-23.782703191986545, 22.937974460834653)",Not Functioning
WP348,Well,Contaminated,51.0,14000.0,2013.0,Oxfam,Pay per use,11.0,Motorized Pump,"(-22.288878282884294, 22.082114280769744)",
WP349,Lake,Clean,,9000.0,2004.0,Red Cross,Free,20.0,Hand Pump,"(-22.583459798810587, 23.194574697357396)",Functioning
WP350,Lake,,52.0,20000.0,2004.0,Oxfam,Pay per use,20.0,Hand Pump,"(-22.181622298203305, 21.6153599623811)",Functioning
WP351,Well,Clean,31.0,10000.0,2007.0,World Bank,Pay per use,17.0,Motorized Pump,"(-23.03004264428725, 21.365629826389593)",Not Functioning
WP352,Lake,Clean,20.0,22000.0,2020.0,Red Cross,Free,,Hand Pump,"(-18.93340276075529, 25.208132833432785)",
WP353,Lake,Clean,27.0,18000.0,2020.0,Red Cross,Pay per use,4.0,Hand Pump,"(-21.32581920592957, 24.719029898382153)",Not Functioning
WP354,,Clean,42.0,16000.0,2008.0,World Bank,Free,16.0,Hand Pump,"(-21.422189329750942, 23.6727872717737)",Not Functioning
WP355,Well,Clean,34.0,15000.0,2000.0,World Bank,Free,24.0,,,Not Functioning
WP356,River,Contaminated,45.0,9000.0,,Oxfam,,30.0,Motorized Pump,"(-17.874579519477503, 19.529797510973793)",Functioning
WP357,River,Clean,41.0,13000.0,2020.0,Oxfam,Pay per use,4.0,,"(-23.797785741490795, 21.56081510034495)",Functioning
WP358,Well,Clean,,15000.0,2001.0,Red Cross,Pay per use,23.0,Motorized Pump,"(-23.362836684471517, 21.876422575537543)",Functioning
WP359,Borehole,Clean,39.0,20000.0,2010.0,Red Cross,Free,14.0,Hand Pump,"(-21.028592026916453, 21.130881705947036)",Not Functioning
WP360,River,,34.0,13000.0,2017.0,Oxfam,Pay per use,7.0,Motorized Pump,"(-19.27448734852693, 27.535319027081954)",Functioning
WP361,River,Clean,,10000.0,2019.0,Oxfam,Free,5.0,Hand Pump,"(-18.641107720842886, 25.58219969534332)",Not Functioning
WP362,Lake,Clean,36.0,14000.0,2004.0,Red Cross,Pay per use,20.0,Motorized Pump,"(-22.63828558190611, 22.856905920160806)",Not Functioning
